page_id,access_frequency,last_access_time_ns,read_count,write_count,inter_access_time_ns,access_type,page_fault
34094038552,1,51170363337394,0,1,0,1,0
34094038531,1,51170363537378,0,1,0,1,0
34094038518,1,51170363610083,0,1,0,1,0
34094038545,1,51170363683351,0,1,0,1,0
23099900676,1,51170364106768,1,0,0,0,0
23099900677,1,51170364111847,0,1,0,1,0
34094038963,1,51170364125727,0,1,0,1,0
23099900318,1,51170364144054,1,0,0,0,0
23099900319,1,51170364149087,0,1,0,1,0
23099900689,1,51170364152158,1,0,0,0,0
23099893763,1,51170364165248,1,0,0,0,0
34094039019,1,51170364170840,0,1,0,1,0
23099900316,1,51170364178501,1,0,0,0,0
34094040199,1,51170364185896,0,1,0,1,0
23099900021,1,51170364190183,1,0,0,0,0
34094038534,1,51170364193562,0,1,0,1,0
23099900102,1,51170364197307,1,0,0,0,0
34094038036,1,51170364210866,0,1,0,1,0
23099900237,1,51170364216292,1,0,0,0,0
23099900447,1,51170364218937,1,0,0,0,0
23099900448,1,51170364221372,1,0,0,0,0
23099902551,1,51170364223866,1,0,0,0,0
34094068705,1,51170364227618,0,1,0,1,0
34094038556,1,51170364267041,0,1,0,1,0
23099900338,1,51170364288352,1,0,0,0,0
34094038560,1,51170364292521,0,1,0,1,1
34094038035,1,51170364308745,0,1,0,1,0
34094006272,1,51170364368127,0,1,0,1,0
34094038537,1,51170364384896,0,1,0,1,0
34094038034,1,51170364418735,0,1,0,1,0
23099893655,1,51170364477744,1,0,0,0,0
34094041641,1,51170364492033,1,0,0,0,0
23099900658,1,51170364567841,1,0,0,0,0
34094038136,3,51170368462233,1,2,0,0,0
34094038137,1,51170364616430,1,0,0,0,0
34094006273,1,51170364628601,0,1,0,1,0
23099900250,1,51170364646775,0,1,0,1,1
23099900484,1,51170364655195,0,1,0,1,0
23099900257,1,51170364662543,0,1,0,1,0
23099900479,1,51170364676196,1,0,0,0,0
23099900480,1,51170364683124,1,0,0,0,1
23099900323,1,51170364694754,1,0,0,0,0
23099900322,1,51170364703544,0,1,0,1,0
23099900388,1,51170364709241,1,0,0,0,0
34094038033,1,51170364716029,0,1,0,1,0
23099901351,1,51170364725393,1,0,0,0,0
23099900176,1,51170364735975,1,0,0,0,0
23099900177,1,51170364742042,1,0,0,0,0
23099900377,1,51170364753188,1,0,0,0,0
23099900378,1,51170364758838,1,0,0,0,0
23099900379,1,51170364765556,0,1,0,1,0
23099900380,1,51170364774186,1,0,0,0,1
23099901223,1,51170364793648,0,1,0,1,0
34094038525,1,51170364807841,0,1,0,1,0
23099900381,1,51170364824791,1,0,0,0,0
34094045198,1,51170364834328,1,0,0,0,0
23099900110,1,51170364856174,1,0,0,0,1
34094038032,1,51170364876290,0,1,0,1,0
34094006274,1,51170364901346,0,1,0,1,0
34094038381,1,51170364955745,1,0,0,0,0
34094042456,1,51170364974507,0,1,0,1,0
23099900376,1,51170365023210,1,0,0,0,0
34094038521,1,51170365043490,0,1,0,1,0
23099901024,1,51170365145975,0,1,0,1,0
23099900326,1,51170365164720,0,1,0,1,0
23099900254,1,51170365181663,1,0,0,0,0
23099900384,1,51170365190229,1,0,0,0,0
23099900005,1,51170365218445,1,0,0,0,0
23099893636,1,51170365225016,1,0,0,0,0
34094039824,1,51170365269501,1,0,0,0,0
34094039827,1,51170365275701,0,1,0,1,0
34094038832,1,51170365334729,1,0,0,0,0
34094038833,1,51170365341003,1,0,0,0,0
23099900324,1,51170365358243,0,1,0,1,0
23099900387,1,51170365364437,1,0,0,0,0
23099900346,1,51170365381263,1,0,0,0,0
23099900347,1,51170365387340,1,0,0,0,0
34094006275,1,51170365620252,0,1,0,1,0
23099900309,1,51170365714401,0,1,0,1,0
34094050108,1,51170365848295,0,1,0,1,0
23099902467,1,51170366291049,1,0,0,0,0
34094041516,1,51170366304088,1,0,0,0,0
34094040256,1,51170366314710,1,0,0,0,0
34094042564,1,51170366321204,1,0,0,0,0
34094042523,1,51170366327194,1,0,0,0,0
23099902050,1,51170366339445,1,0,0,0,1
34094041419,1,51170366346844,1,0,0,0,0
34094042442,1,51170366353365,1,0,0,0,0
34094043676,1,51170366367347,1,0,0,0,0
34094045254,1,51170366374215,1,0,0,0,0
23099901409,1,51170366380292,1,0,0,0,0
34094041433,1,51170366394212,1,0,0,0,0
34094041456,1,51170366407387,1,0,0,0,0
34094041426,1,51170366413744,1,0,0,0,0
34094041424,1,51170366424734,1,0,0,0,0
34094041444,1,51170366431792,1,0,0,0,0
34094041429,1,51170366438636,1,0,0,0,0
34094041428,1,51170366444527,1,0,0,0,0
34094042480,1,51170366451338,1,0,0,0,1
34094041436,1,51170366458563,1,0,0,0,0
34094042763,1,51170366464913,1,0,0,0,0
34094042645,1,51170366470770,1,0,0,0,0
34094040078,1,51170366477982,1,0,0,0,0
34094040269,1,51170366492772,1,0,0,0,0
34094042616,1,51170366499747,0,1,0,1,0
34094040658,1,51170366511207,1,0,0,0,0
34094041445,1,51170366517594,1,0,0,0,0
34094041430,1,51170366523501,1,0,0,0,1
34094041408,1,51170366529762,1,0,0,0,0
34094041420,1,51170366539323,1,0,0,0,1
34094040547,1,51170366547769,1,0,0,0,0
34094040094,1,51170366553803,0,1,0,1,0
34094041581,1,51170366562599,1,0,0,0,0
34094041506,1,51170366568603,1,0,0,0,0
34094040550,1,51170366580620,1,0,0,0,1
23099893661,1,51170366591623,1,0,0,0,0
34094049871,1,51170366611663,0,1,0,1,0
34094049868,1,51170366617783,1,0,0,0,0
23099902081,1,51170366628085,0,1,0,1,0
23099901950,1,51170366637980,1,0,0,0,1
34094042993,1,51170366644184,1,0,0,0,0
34094042561,1,51170366652136,1,0,0,0,0
23099901421,1,51170366661260,0,1,0,1,0
34094041539,1,51170366668655,0,1,0,1,0
34094043649,1,51170366693147,1,0,0,0,0
34094043262,1,51170366712396,1,0,0,0,0
34094038541,1,51170366763104,0,1,0,1,0
34094047586,1,51170366785797,0,1,0,1,0
34094049505,1,51170366795905,0,1,0,1,0
34094040642,1,51170366811246,0,1,0,1,0
34094041537,1,51170366836162,0,1,0,1,0
34094038535,1,51170366857904,0,1,0,1,0
34094042750,1,51170366908078,0,1,0,1,1
34094047496,1,51170366916708,1,0,0,0,0
34094038031,1,51170366960682,0,1,0,1,0
34094006286,1,51170367005110,0,1,0,1,0
34094006276,1,51170367013276,0,1,0,1,0
34094006277,1,51170367024105,0,1,0,1,0
34094006278,1,51170367031220,0,1,0,1,0
34094006279,1,51170367038195,0,1,0,1,0
34094006280,1,51170367045166,0,1,0,1,1
34094006281,1,51170367052034,0,1,0,1,0
34094006282,1,51170367058886,0,1,0,1,0
34094006283,1,51170367065713,0,1,0,1,0
34094006284,1,51170367072595,0,1,0,1,0
34094006285,1,51170367079346,0,1,0,1,0
23099893689,1,51170367100647,1,0,0,0,0
23099900604,1,51170367122629,1,0,0,0,0
34094042610,1,51170367233711,1,0,0,0,1
34094040131,1,51170367244823,1,0,0,0,0
34094042579,1,51170367250844,1,0,0,0,0
23099901131,1,51170367343310,0,1,0,1,0
34094041406,1,51170367428395,1,0,0,0,0
34094040284,1,51170367437222,1,0,0,0,0
34094040257,1,51170367482014,1,0,0,0,0
34094042567,1,51170367489092,1,0,0,0,0
34094042584,1,51170367495072,1,0,0,0,0
34094042557,1,51170367502778,1,0,0,0,0
34094040251,1,51170367508968,1,0,0,0,0
34094040143,1,51170367514635,1,0,0,0,0
34094043261,1,51170367521012,1,0,0,0,0
34094042761,1,51170367527109,1,0,0,0,0
34094040112,1,51170367536674,1,0,0,0,0
34094040728,1,51170367545053,1,0,0,0,0
34094040687,1,51170367577367,1,0,0,0,0
34094041643,1,51170367605773,1,0,0,0,0
34094042505,1,51170367621788,1,0,0,0,0
34094040503,1,51170367629668,1,0,0,0,0
34094042625,1,51170367636579,1,0,0,0,0
34094045162,1,51170367643036,0,1,0,1,0
34094045160,1,51170367648873,1,0,0,0,1
34094045323,1,51170367831013,1,0,0,0,0
34094040144,1,51170367840611,1,0,0,0,0
34094038538,1,51170367847526,0,1,0,1,0
34094042548,1,51170367856930,1,0,0,0,0
34094042547,1,51170367866180,1,0,0,0,0
34094042434,1,51170367875925,1,0,0,0,0
34094042491,1,51170367884325,0,1,0,1,0
34094040189,1,51170367896812,1,0,0,0,0
34094042539,1,51170367902796,1,0,0,0,0
34094042568,1,51170367910945,0,1,0,1,0
34094043399,1,51170367947388,1,0,0,0,0
23099902101,1,51170367954789,1,0,0,0,0
34094042926,1,51170367960926,1,0,0,0,0
34094043776,1,51170367975233,1,0,0,0,0
34094043763,1,51170367981620,1,0,0,0,0
34094038564,1,51170367988054,0,1,0,1,0
34094047510,1,51170367995934,1,0,0,0,1
34094043764,1,51170368055639,1,0,0,0,0
34094040755,1,51170368074107,1,0,0,0,0
34094040669,1,51170368094564,1,0,0,0,0
34094040618,1,51170368115481,1,0,0,0,0
34094041619,1,51170368171192,1,0,0,0,0
34094041476,1,51170368178618,1,0,0,0,0
34094041469,1,51170368184651,1,0,0,0,0
34094040258,1,51170368338495,1,0,0,0,0
34094042588,1,51170368348400,1,0,0,0,0
34094041387,1,51170368358756,1,0,0,0,0
34094040732,1,51170368367132,1,0,0,0,0
34094040660,1,51170368392728,1,0,0,0,1
34094041582,1,51170368396292,1,0,0,0,0
34094041484,1,51170368399544,1,0,0,0,0
34094038561,1,51170368404527,0,1,0,1,0
34094043255,1,51170368419798,1,0,0,0,0
34094042490,1,51170368424628,1,0,0,0,1
34094038136,3,51170368462233,1,2,3849093,1,0
34094038136,3,51170368462233,1,2,4652,1,0
34094041634,1,51170368534890,1,0,0,0,0
34094041479,1,51170368540632,1,0,0,0,0
34094041489,1,51170368544598,1,0,0,0,0
23099902029,1,51170368548476,1,0,0,0,0
34094040536,1,51170368552214,1,0,0,0,0
34094041520,1,51170368555821,1,0,0,0,1
34094041470,1,51170368559294,1,0,0,0,1
34094041570,1,51170368563155,1,0,0,0,1
34094042592,1,51170368567658,1,0,0,0,0
34094042513,1,51170368570949,1,0,0,0,0
34094041462,1,51170368574424,1,0,0,0,0
34094045396,1,51170368578169,0,1,0,1,0
34094041635,1,51170368581442,1,0,0,0,0
34094041497,1,51170368585035,1,0,0,0,0
34094041500,1,51170368588414,1,0,0,0,1
34094042618,1,51170368591626,1,0,0,0,0
34094040332,1,51170368595609,0,1,0,1,0
34094041596,1,51170368599135,1,0,0,0,0
23099901662,1,51170368603773,0,1,0,1,0
34094043364,1,51170368608724,1,0,0,0,0
34094042779,1,51170368612348,1,0,0,0,0
34094043382,1,51170368616161,1,0,0,0,0
23099901661,1,51170368619680,1,0,0,0,0
34094043327,1,51170368623084,1,0,0,0,0
23099901660,1,51170368626545,1,0,0,0,1
34094042777,1,51170368630139,1,0,0,0,0
34094042800,1,51170368633876,1,0,0,0,1
34094042793,1,51170368638143,1,0,0,0,0
34094043029,1,51170368643102,1,0,0,0,0
34094043313,1,51170368647160,1,0,0,0,0
34094042778,1,51170368651068,1,0,0,0,0
34094043390,1,51170368661011,1,0,0,0,1
34094042803,1,51170368664525,1,0,0,0,0
34094043320,1,51170368668768,1,0,0,0,1
34094043274,1,51170368672072,1,0,0,0,0
34094042417,1,51170368679063,1,0,0,0,0
34094041459,1,51170368699379,1,0,0,0,0
34094041535,1,51170368706625,1,0,0,0,0
34094041595,1,51170368711024,1,0,0,0,0
34094041515,1,51170368715838,1,0,0,0,0
34094041375,1,51170368719794,0,1,0,1,0
34094041374,1,51170368723939,0,1,0,1,0
34094041378,1,51170368728162,1,0,0,0,0
34094041379,1,51170368731786,1,0,0,0,0
34094041298,1,51170368735761,1,0,0,0,0
34094041369,1,51170368745021,1,0,0,0,0
34094041376,1,51170368748836,1,0,0,0,0
34094049715,1,51170368753531,1,0,0,0,0
34094042483,1,51170368756893,1,0,0,0,0
23099902010,1,51170368761043,1,0,0,0,1
34094040361,1,51170368767490,0,1,0,1,0
34094041318,1,51170368771472,1,0,0,0,0
34094041196,1,51170368778628,1,0,0,0,0
34094041532,1,51170368786546,1,0,0,0,0
34094047400,1,51170368791658,1,0,0,0,1
23099901245,1,51170368795536,1,0,0,0,0
34094046965,1,51170368799626,0,1,0,1,0
34094046709,1,51170368803759,1,0,0,0,0
34094046977,1,51170368810909,1,0,0,0,0
34094046956,1,51170368814897,1,0,0,0,0
34094046970,1,51170368819309,1,0,0,0,1
34094046969,1,51170368822829,1,0,0,0,0
34094046971,1,51170368826121,1,0,0,0,0
34094049701,1,51170368829943,0,1,0,1,0
34094047402,1,51170368835105,1,0,0,0,0
34094047401,1,51170368838626,1,0,0,0,0
34094047381,1,51170368842332,1,0,0,0,0
34094045330,1,51170368846181,1,0,0,0,1
34094046967,1,51170368850183,1,0,0,0,0
34094046768,1,51170368853668,1,0,0,0,0
34094046530,1,51170368860338,1,0,0,0,1
34094047403,1,51170368869697,1,0,0,0,0
34094046968,1,51170368873284,1,0,0,0,0
34094046976,1,51170368881575,1,0,0,0,0
34094049501,1,51170368886271,1,0,0,0,0
23099893765,1,51170368890808,1,0,0,0,0
34094046894,1,51170368894590,1,0,0,0,0
34094006287,1,51170368901779,0,1,0,1,0
34094038835,1,51170368913190,0,1,0,1,0
34094038522,1,51170368922783,0,1,0,1,0
34094043273,1,51170368933791,0,1,0,1,0
34094038542,1,51170368941847,0,1,0,1,0
34094038568,1,51170368949667,0,1,0,1,0
34094040320,1,51170368958501,0,1,0,1,1
34094040194,1,51170368975984,0,1,0,1,0
34094038569,1,51170369015967,0,1,0,1,0
34094047450,1,51170369034185,0,1,0,1,1
34094038570,1,51170369056941,0,1,0,1,1
34094040273,1,51170369232759,1,0,0,0,0
34094042607,1,51170369240151,1,0,0,0,0
34094038806,1,51170369244175,0,1,0,1,0
34094042762,1,51170369250076,1,0,0,0,0
34094042525,1,51170369253573,1,0,0,0,0
34094047584,1,51170369632622,0,1,0,1,0
34094041467,1,51170369640493,1,0,0,0,0
34094041572,1,51170369645398,1,0,0,0,0
34094042559,1,51170369650378,1,0,0,0,0
34094040071,1,51170369654491,1,0,0,0,0
34094042512,1,51170369659106,1,0,0,0,0
34094042578,1,51170369662612,1,0,0,0,0
34094042648,1,51170369666006,0,1,0,1,0
34094042526,1,51170369669803,1,0,0,0,0
34094041509,1,51170369681508,1,0,0,0,0
34094041632,1,51170369692932,1,0,0,0,0
34094041477,1,51170369696724,1,0,0,0,0
34094041442,1,51170369700267,1,0,0,0,0
34094041571,1,51170369703624,1,0,0,0,0
34094043779,1,51170369714453,0,1,0,1,0
34094042528,1,51170369725242,1,0,0,0,0
34094041422,1,51170369729976,1,0,0,0,0
34094041480,1,51170369733493,1,0,0,0,1
34094041546,1,51170369742722,1,0,0,0,0
34094041549,1,51170369746392,1,0,0,0,0
23099902009,1,51170369750541,1,0,0,0,0
34094040726,1,51170369760773,1,0,0,0,0
34094040722,1,51170369764249,1,0,0,0,0
34094041556,1,51170369773540,1,0,0,0,0
34094042830,1,51170369810290,1,0,0,0,1
34094040288,1,51170369815276,0,1,0,1,0
34094040775,1,51170369819082,1,0,0,0,0
34094040781,1,51170369826634,0,1,0,1,0
34094040787,1,51170369832690,1,0,0,0,0
34094040742,1,51170369837050,1,0,0,0,0
34094040777,1,51170369841685,1,0,0,0,0
34094040292,1,51170369845354,1,0,0,0,0
34094040281,1,51170369852039,1,0,0,0,0
34094038388,1,51170369855753,1,0,0,0,0
34094041449,1,51170369860780,1,0,0,0,0
34094040695,1,51170369867561,1,0,0,0,0
34094039788,1,51170369872596,0,1,0,1,0
34094040629,1,51170369877992,1,0,0,0,0
34094043840,1,51170369886393,1,0,0,0,1
34094043823,1,51170369890376,1,0,0,0,0
34094043797,1,51170369893633,0,1,0,1,0
34094040736,1,51170369908494,1,0,0,0,0
34094040285,1,51170369912366,1,0,0,0,0
34094042555,1,51170369917930,1,0,0,0,0
34094042600,1,51170369930943,1,0,0,0,1
34094038539,1,51170369935587,0,1,0,1,0
34094050143,1,51170369943940,1,0,0,0,0
34094042994,1,51170369953352,1,0,0,0,0
34094040663,1,51170369958617,1,0,0,0,0
34094040289,1,51170369964515,1,0,0,0,0
34094040296,1,51170369971219,1,0,0,0,0
34094038557,1,51170369974889,0,1,0,1,0
34094041441,1,51170369988029,1,0,0,0,0
34094035732,1,51170370003213,0,1,0,1,0
34094042443,1,51170370010835,1,0,0,0,0
34094041403,1,51170370014983,0,1,0,1,0
34094041414,1,51170370018534,1,0,0,0,0
23099901924,1,51170370022093,1,0,0,0,0
34094042582,1,51170370041122,1,0,0,0,0
34094040782,1,51170370055393,1,0,0,0,0
34094041453,1,51170370059331,1,0,0,0,0
34094042538,1,51170370065156,1,0,0,0,0
34094041498,1,51170370073536,1,0,0,0,0
34094041443,1,51170370077554,1,0,0,0,0
34094041482,1,51170370083144,1,0,0,0,0
34094041491,1,51170370086828,0,1,0,1,0
34094041487,1,51170370090724,1,0,0,0,0
34094047397,1,51170370096944,0,1,0,1,0
34094038565,1,51170370100914,0,1,0,1,0
34094043760,1,51170370107830,1,0,0,0,1
34094043759,1,51170370111254,1,0,0,0,0
34094006288,1,51170370115279,0,1,0,1,0
34094047558,1,51170370120081,1,0,0,0,0
23099901454,1,51170370123750,1,0,0,0,0
34094043744,1,51170370128836,0,1,0,1,0
34094043730,1,51170370136016,0,1,0,1,1
34094049968,1,51170370140400,0,1,0,1,0
34094038519,1,51170370156400,0,1,0,1,0
34094042782,1,51170370210834,1,0,0,0,0
34094041492,1,51170370215738,1,0,0,0,0
34094049598,1,51170370225962,1,0,0,0,0
34094038543,1,51170370231848,0,1,0,1,0
34094045300,1,51170370243365,1,0,0,0,1
34094045343,1,51170370250910,0,1,0,1,0
34094044433,1,51170370254975,1,0,0,0,0
34094044439,1,51170370258820,1,0,0,0,0
34094006289,1,51170370265946,0,1,0,1,0
34094041566,1,51170370293019,1,0,0,0,0
34094040753,1,51170370299990,1,0,0,0,0
34094041495,1,51170370312650,1,0,0,0,0
34094038523,1,51170370333591,0,1,0,1,0
34094042465,1,51170370341759,0,1,0,1,0
34094043814,1,51170370347347,0,1,0,1,0
23099900622,1,51170370355688,0,1,0,1,0
34094040689,1,51170370370934,1,0,0,0,0
23099900013,1,51170370379404,1,0,0,0,0
34094040741,1,51170370392836,1,0,0,0,0
34094040651,1,51170370428210,1,0,0,0,0
34094040586,1,51170370439693,1,0,0,0,0
34094006290,1,51170371325315,0,1,0,1,1
34094378334,2,51170372461393,1,1,0,0,0
34094378335,2,51170373392978,1,1,0,0,0
34094378334,2,51170372461393,1,1,1042366,1,0
34094378336,2,51170374317670,1,1,0,0,0
34094378335,2,51170373392978,1,1,996760,1,0
34094378337,2,51170375262310,1,1,0,0,0
34094378336,2,51170374317670,1,1,991669,1,0
34094035736,1,51170374740655,0,1,0,1,0
34094378338,2,51170376205016,1,1,0,0,0
34094378337,2,51170375262310,1,1,1009837,1,0
34094378339,2,51170377098659,1,1,0,0,0
34094378338,2,51170376205016,1,1,1007948,1,0
34094378340,2,51170378064898,1,1,0,0,1
34094378339,2,51170377098659,1,1,957543,1,0
34094035740,1,51170377694250,0,1,0,1,1
34094006291,1,51170377872527,0,1,0,1,0
34094378341,2,51170378960246,1,1,0,0,0
34094378340,2,51170378064898,1,1,1029769,1,1
34094378342,2,51170379850355,1,1,0,0,0
34094378341,2,51170378960246,1,1,1005791,1,0
34094378343,2,51170380775727,1,1,0,0,0
34094378342,2,51170379850355,1,1,953049,1,0
34094378344,2,51170381670298,1,1,0,0,0
34094378343,2,51170380775727,1,1,989083,1,0
34094006292,1,51170381519464,0,1,0,1,0
34094035737,1,51170381577918,0,1,0,1,0
34094378345,2,51170382532740,1,1,0,0,0
34094378344,2,51170381670298,1,1,956279,1,0
34094378346,2,51170383387004,1,1,0,0,0
34094378345,2,51170382532740,1,1,921295,1,0
34094378346,2,51170383387004,1,1,915418,1,0
34094035741,1,51170383997518,0,1,0,1,0
34094038553,1,51170384094221,0,1,0,1,0
34094006293,1,51170384999338,0,1,0,1,0
34094006294,1,51170387539682,0,1,0,1,0
34094038549,1,51170388459572,0,1,0,1,0
34094035742,1,51170390818423,0,1,0,1,0
34094038118,3,51170392832989,1,2,0,0,0
34094038119,1,51170391950686,1,0,0,0,0
34094035738,1,51170392724739,0,1,0,1,0
34094038118,3,51170392832989,1,2,884637,1,0
34094038118,3,51170392832989,1,2,4916,1,0
34094006295,1,51170396102345,0,1,0,1,0
34094038571,1,51170396193824,0,1,0,1,0
34094035739,1,51170402959770,0,1,0,1,0
34094035744,1,51170404561410,0,1,0,1,0
34094006296,1,51170404651966,0,1,0,1,0
34094006297,1,51170408136780,0,1,0,1,0
34094035748,1,51170414107717,0,1,0,1,0
34094006298,1,51170420944849,0,1,0,1,0
34094006299,1,51170421908669,0,1,0,1,0
34094035745,1,51170425341676,0,1,0,1,0
34094006300,1,51170429715550,0,1,0,1,1
34094006301,1,51170430598445,0,1,0,1,0
34094035746,1,51170436681379,0,1,0,1,0
34094006303,1,51170439332357,0,1,0,1,0
34094006302,1,51170439343678,0,1,0,1,0
34094038550,1,51170441972515,0,1,0,1,1
34094006304,1,51170444646700,0,1,0,1,0
34094006305,1,51170445543665,0,1,0,1,0
34094035747,1,51170447291895,0,1,0,1,0
34094006306,1,51170448227862,0,1,0,1,0
34094035752,1,51170458821872,0,1,0,1,0
34094006308,1,51170458872959,0,1,0,1,0
34094006307,1,51170458881562,0,1,0,1,0
34094006309,1,51170459780680,0,1,0,1,0
34094006310,1,51170465146253,0,1,0,1,1
34094035753,1,51170470453730,0,1,0,1,0
34094006311,1,51170470506317,0,1,0,1,0
34094006313,1,51170471427580,0,1,0,1,0
34094006312,1,51170471439199,0,1,0,1,0
34094006314,1,51170479417125,0,1,0,1,0
34094035756,1,51170480007354,0,1,0,1,0
34094006316,1,51170480344300,0,1,0,1,0
34094006315,1,51170480355374,0,1,0,1,0
34094035754,1,51170481220668,0,1,0,1,0
34094038120,1,51170481336241,1,0,0,0,1
34094035749,1,51170485729539,0,1,0,1,0
34094035755,1,51170492810779,0,1,0,1,0
34094038551,1,51170496406621,0,1,0,1,0
34094006317,1,51170499115077,0,1,0,1,0
34094035760,1,51170504455786,0,1,0,1,1
34094006318,1,51170507170361,0,1,0,1,0
34094035761,1,51170515194585,0,1,0,1,0
34094035762,1,51170525611273,0,1,0,1,0
34094006321,1,51170526387265,0,1,0,1,0
34094006319,1,51170526397373,0,1,0,1,0
34094006320,1,51170526401192,0,1,0,1,1
34094006324,1,51170527146696,0,1,0,1,0
34094006322,1,51170527156476,0,1,0,1,0
34094006323,1,51170527160320,0,1,0,1,0
34094035750,1,51170529397172,0,1,0,1,1
34094035763,1,51170535184714,0,1,0,1,0
34094006325,1,51170540320717,0,1,0,1,0
34094035764,1,51170544625249,0,1,0,1,0
34094035768,1,51170544640946,0,1,0,1,0
34094035765,1,51170553269583,0,1,0,1,0
34094006326,1,51170557586374,0,1,0,1,0
34094035766,1,51170561860314,0,1,0,1,0
34094038121,1,51170562653557,1,0,0,0,0
34094035751,1,51170566140718,0,1,0,1,0
34094035767,1,51170571060626,0,1,0,1,0
34094006327,1,51170572498900,0,1,0,1,0
34094035772,1,51170580188162,0,1,0,1,0
34094035769,1,51170587182769,0,1,0,1,0
34094035773,1,51170588559607,0,1,0,1,0
34094006328,1,51170588593628,0,1,0,1,0
34094006329,1,51170594137739,0,1,0,1,0
34094035774,1,51170597579543,0,1,0,1,0
34094006330,1,51170601075108,0,1,0,1,1
34094035776,1,51170602465262,0,1,0,1,0
34094035775,1,51170606559357,0,1,0,1,0
34094006331,1,51170614794921,0,1,0,1,0
34094035780,1,51170615464459,0,1,0,1,1
34094006336,1,51170618934267,0,1,0,1,0
34094006332,1,51170618943496,0,1,0,1,0
34094006333,1,51170618946934,0,1,0,1,0
34094006334,1,51170618950184,0,1,0,1,0
34094006335,1,51170618953328,0,1,0,1,0
34094035781,1,51170623750094,0,1,0,1,0
34094006337,1,51170629956064,0,1,0,1,0
34094035770,1,51170631348970,0,1,0,1,1
34094035782,1,51170632701532,0,1,0,1,0
34094038122,1,51170634182665,1,0,0,0,0
34094035777,1,51170636901331,0,1,0,1,0
34094035784,1,51170639986644,0,1,0,1,0
34094035783,1,51170640332427,0,1,0,1,0
34094006338,1,51170644462710,0,1,0,1,0
34094035788,1,51170648616675,0,1,0,1,0
34094035789,1,51170657387782,0,1,0,1,0
34094035790,1,51170666235146,0,1,0,1,1
34094035771,1,51170668976019,0,1,0,1,0
34094006339,1,51170669682823,0,1,0,1,0
34094035778,1,51170671742221,0,1,0,1,0
34094035791,1,51170675119990,0,1,0,1,0
34094006341,1,51170677884460,0,1,0,1,0
